Word,C1,C2,C3,C4,Frequency
脑满肠肥,脑,满,肠,肥,0.1483
因人而异,因,人,而,异,1.149
彻夜不眠,彻,夜,不,眠,0.4818
无情无义,无,情,无,义,0.3484
装神弄鬼,装,神,弄,鬼,0.2076
尽人皆知,尽,人,皆,知,0.089
万里无云,万,里,无,云,0.5486
大有作为,大,有,作,为,0.1038
别具一格,别,具,一,格,0.4522
平方英寸,平,方,英,寸,0.0815
风和日丽,风,和,日,丽,1.4307
躁动不安,躁,动,不,安,0.2446
歌功颂德,歌,功,颂,德,0.3706
雪中送炭,雪,中,送,炭,0.5337
偷梁换柱,偷,梁,换,柱,0.1408
死灰复燃,死,灰,复,燃,0.2001
兼而有之,兼,而,有,之,0.0815
老当益壮,老,当,益,壮,0.3855
望尘莫及,望,尘,莫,及,0.4225
大手大脚,大,手,大,脚,0.3039
傻里傻气,傻,里,傻,气,0.3632
天荒地老,天,荒,地,老,2.6983
三生有幸,三,生,有,幸,3.358
无所不为,无,所,不,为,0.1186
举手投足,举,手,投,足,2.387
综上所述,综,上,所,述,0.3632
晕晕乎乎,晕,晕,乎,乎,0.2817
无言以对,无,言,以,对,1.6234
名留青史,名,留,青,史,0.089
一盘散沙,一,盘,散,沙,0.1112
一往情深,一,往,情,深,0.0741
一吐为快,一,吐,为,快,0.1186
久负盛名,久,负,盛,名,0.215
恶贯满盈,恶,贯,满,盈,0.0964
各取所需,各,取,所,需,0.5263
昏天黑地,昏,天,黑,地,0.0741
伶牙俐齿,伶,牙,俐,齿,0.7413
没头没脑,没,头,没,脑,0.4893
天罗地网,天,罗,地,网,0.126
拨云见日,拨,云,见,日,0.1779
乔迁之喜,乔,迁,之,喜,0.2372
慢条斯理,慢,条,斯,理,0.4596
不寒而栗,不,寒,而,栗,0.2669
废寝忘食,废,寝,忘,食,0.4967
招兵买马,招,兵,买,马,1.9125
不明不白,不,明,不,白,0.6375
由来已久,由,来,已,久,0.1557
炯炯有神,炯,炯,有,神,0.1853
矫揉造作,矫,揉,造,作,0.3039
风景如画,风,景,如,画,0.2669
始料未及,始,料,未,及,0.1631
持之以恒,持,之,以,恒,3.2172
气势汹汹,气,势,汹,汹,0.3113
心慌意乱,心,慌,意,乱,0.0741
顺流而下,顺,流,而,下,0.1779
金玉良言,金,玉,良,言,0.2891
满怀信心,满,怀,信,心,0.252
经久不衰,经,久,不,衰,0.0964
爵士乐队,爵,士,乐,队,0.0741
萎靡不振,萎,靡,不,振,0.3929
六亲不认,六,亲,不,认,0.4299
口若悬河,口,若,悬,河,0.4744
万籁俱寂,万,籁,俱,寂,0.3113
披荆斩棘,披,荆,斩,棘,0.467
古往今来,古,往,今,来,0.2669
包罗万象,包,罗,万,象,0.3188
销售一空,销,售,一,空,0.1557
炉火纯青,炉,火,纯,青,0.4151
磕磕绊绊,磕,磕,绊,绊,0.4374
远渡重洋,远,渡,重,洋,0.089
柔情似水,柔,情,似,水,0.3855
榜上有名,榜,上,有,名,0.4893
有说有笑,有,说,有,笑,0.3929
比比皆是,比,比,皆,是,0.5189
唱对台戏,唱,对,台,戏,0.0667
居心不良,居,心,不,良,0.0815
街头巷尾,街,头,巷,尾,0.2669
风风火火,风,风,火,火,1.4381
神来之笔,神,来,之,笔,0.2595
大吉大利,大,吉,大,利,80.6894
酸甜苦辣,酸,甜,苦,辣,2.1794
平心而论,平,心,而,论,0.2446
花前月下,花,前,月,下,0.0741
旁若无人,旁,若,无,人,0.6375
轻手轻脚,轻,手,轻,脚,0.2446
风靡一时,风,靡,一,时,0.3039
高不可攀,高,不,可,攀,0.2595
心旷神怡,心,旷,神,怡,0.934
志在必得,志,在,必,得,0.0964
能言善辩,能,言,善,辩,0.1779
为之一振,为,之,一,振,0.0667
心花怒放,心,花,怒,放,1.4826
热热闹闹,热,热,闹,闹,2.6835
光怪陆离,光,怪,陆,离,0.1038
乘风破浪,乘,风,破,浪,0.1631
阴阳怪气,阴,阳,怪,气,0.2817
一气之下,一,气,之,下,0.8451
满盘皆输,满,盘,皆,输,0.2891
惊人之举,惊,人,之,举,0.1408
挥金如土,挥,金,如,土,0.1853
只言片语,只,言,片,语,2.1053
惟妙惟肖,惟,妙,惟,肖,0.6227
老谋深算,老,谋,深,算,0.126
唉声叹气,唉,声,叹,气,0.7191
深入人心,深,入,人,心,0.6894
局促不安,局,促,不,安,0.1408
好事多磨,好,事,多,磨,0.5486
纸醉金迷,纸,醉,金,迷,0.6894
答非所问,答,非,所,问,0.252
一见倾心,一,见,倾,心,0.0741
无名之辈,无,名,之,辈,0.1186
容身之地,容,身,之,地,0.126
简洁明了,简,洁,明,了,0.0741
寿终正寝,寿,终,正,寝,0.2891
话不投机,话,不,投,机,0.1038
技高一筹,技,高,一,筹,0.1705
稳扎稳打,稳,扎,稳,打,0.2446
知无不言,知,无,不,言,0.2001
相濡以沫,相,濡,以,沫,3.7361
由始至终,由,始,至,终,0.2446
故弄玄虚,故,弄,玄,虚,0.3188
学以致用,学,以,致,用,0.1705
不谋而合,不,谋,而,合,0.2817
草菅人命,草,菅,人,命,0.252
等闲之辈,等,闲,之,辈,0.1038
一拍即合,一,拍,即,合,0.0667
知根知底,知,根,知,底,0.4522
百战百胜,百,战,百,胜,0.2891
拉拉扯扯,拉,拉,扯,扯,0.1631
秘而不宣,秘,而,不,宣,0.0741
生离死别,生,离,死,别,0.7561
应接不暇,应,接,不,暇,0.4077
坚韧不拔,坚,韧,不,拔,0.4225
急不可耐,急,不,可,耐,0.1779
大腹便便,大,腹,便,便,0.3262
水泄不通,水,泄,不,通,0.8673
迷途知返,迷,途,知,返,0.2446
耐人寻味,耐,人,寻,味,0.7709
勉为其难,勉,为,其,难,0.4596
夜深人静,夜,深,人,静,0.1705
信手拈来,信,手,拈,来,0.3262
旁观者清,旁,观,者,清,0.5337
名符其实,名,符,其,实,0.5115
事必躬亲,事,必,躬,亲,0.4893
杯水车薪,杯,水,车,薪,0.1927
害人不浅,害,人,不,浅,0.2446
美不胜收,美,不,胜,收,0.7784
应运而生,应,运,而,生,0.7784
穿针引线,穿,针,引,线,0.5189
安营扎寨,安,营,扎,寨,0.7561
东窗事发,东,窗,事,发,0.2743
单刀直入,单,刀,直,入,0.1334
破釜沉舟,破,釜,沉,舟,0.9489
沆瀣一气,沆,瀣,一,气,0.0964
笑里藏刀,笑,里,藏,刀,0.2372
有滋有味,有,滋,有,味,0.9637
成家立业,成,家,立,业,0.556
大行其道,大,行,其,道,0.3188
养尊处优,养,尊,处,优,0.5486
衣食住行,衣,食,住,行,0.1557
支支吾吾,支,支,吾,吾,0.3262
阳刚之气,阳,刚,之,气,0.0741
掩耳盗铃,掩,耳,盗,铃,0.126
一言一行,一,言,一,行,0.6079
不慌不忙,不,慌,不,忙,0.8377
一步登天,一,步,登,天,0.0964
无可比拟,无,可,比,拟,0.2076
自顾不暇,自,顾,不,暇,0.0964
清晰可见,清,晰,可,见,0.1038
不期而遇,不,期,而,遇,1.275
短兵相接,短,兵,相,接,0.0815
劫富济贫,劫,富,济,贫,0.2446
茅塞顿开,茅,塞,顿,开,0.2224
如法炮制,如,法,炮,制,0.6079
言而有信,言,而,有,信,0.1853
犬马之劳,犬,马,之,劳,0.0667
点到为止,点,到,为,止,0.6746
行色匆匆,行,色,匆,匆,0.0741
八面玲珑,八,面,玲,珑,0.0593
珠光宝气,珠,光,宝,气,0.2669
雨过天晴,雨,过,天,晴,1.2602
慷慨激昂,慷,慨,激,昂,0.4744
矿泉水瓶,矿,泉,水,瓶,0.126
一星半点,一,星,半,点,0.3855
无可争议,无,可,争,议,0.2076
无可争辩,无,可,争,辩,0.1631
牙牙学语,牙,牙,学,语,0.0815
身体力行,身,体,力,行,0.5115
素昧平生,素,昧,平,生,0.2965
斩钉截铁,斩,钉,截,铁,0.252
人仰马翻,人,仰,马,翻,0.3855
千万千万,千,万,千,万,0.5189
扶摇直上,扶,摇,直,上,0.1334
与世无争,与,世,无,争,1.1342
挥之即去,挥,之,即,去,0.1705
感恩戴德,感,恩,戴,德,0.1631
济济一堂,济,济,一,堂,0.1631
回味无穷,回,味,无,穷,1.4529
一技之长,一,技,之,长,0.6153
屡见不鲜,屡,见,不,鲜,0.1927
耳濡目染,耳,濡,目,染,0.2076
迷惑不解,迷,惑,不,解,0.0741
先拔头筹,先,拔,头,筹,0.089
红光满面,红,光,满,面,0.2669
能歌善舞,能,歌,善,舞,0.1779
重温旧梦,重,温,旧,梦,0.1631
马到成功,马,到,成,功,0.0593
鬼斧神工,鬼,斧,神,工,0.4225
一诺千金,一,诺,千,金,0.3039
蓬头垢面,蓬,头,垢,面,0.7191
大笑不止,大,笑,不,止,0.1186
走马上任,走,马,上,任,0.0964
胆大妄为,胆,大,妄,为,0.0815
漫无边际,漫,无,边,际,0.0667
肺腑之言,肺,腑,之,言,0.2446
声名远播,声,名,远,播,0.089
是是非非,是,是,非,非,0.4225
缝缝补补,缝,缝,补,补,0.0593
天寒地冻,天,寒,地,冻,1.8606
责无旁贷,责,无,旁,贷,0.2446
灯红酒绿,灯,红,酒,绿,1.1416
踏踏实实,踏,踏,实,实,2.6093
投桃报李,投,桃,报,李,0.1038
风华正茂,风,华,正,茂,0.5041
束之高阁,束,之,高,阁,0.1334
无可置疑,无,可,置,疑,0.089
萍水相逢,萍,水,相,逢,0.1631
挥汗如雨,挥,汗,如,雨,0.3039
锲而不舍,锲,而,不,舍,0.5486
跋山涉水,跋,山,涉,水,0.3706
可乘之机,可,乘,之,机,0.1853
大风大浪,大,风,大,浪,0.1112
风餐露宿,风,餐,露,宿,0.126
百听不厌,百,听,不,厌,0.8154
迎难而上,迎,难,而,上,0.4077
无所不有,无,所,不,有,2.7354
五彩缤纷,五,彩,缤,纷,1.2898
闻名遐迩,闻,名,遐,迩,0.341
难能可贵,难,能,可,贵,0.4967
不可逾越,不,可,逾,越,0.0593
痛改前非,痛,改,前,非,0.1557
乐不可支,乐,不,可,支,0.1705
触景生情,触,景,生,情,0.4299
直来直去,直,来,直,去,0.5263
心悦诚服,心,悦,诚,服,0.252
不可一世,不,可,一,世,0.1038
人去楼空,人,去,楼,空,0.8599
潜移默化,潜,移,默,化,0.6672
有名无实,有,名,无,实,0.089
畏缩不前,畏,缩,不,前,0.1779
名不副实,名,不,副,实,0.0815
殊途同归,殊,途,同,归,0.4448
如雷贯耳,如,雷,贯,耳,0.1927
海枯石烂,海,枯,石,烂,2.2535
大势所趋,大,势,所,趋,0.3706
物竞天择,物,竞,天,择,0.1927
依依不舍,依,依,不,舍,1.4678
工薪阶层,工,薪,阶,层,0.0593
分门别类,分,门,别,类,0.1705
楚楚动人,楚,楚,动,人,0.4003
引以自豪,引,以,自,豪,0.0593
己所不欲,己,所,不,欲,0.593
衣锦还乡,衣,锦,还,乡,0.2595
价廉物美,价,廉,物,美,0.8525
深居简出,深,居,简,出,0.2891
无往不胜,无,往,不,胜,0.1631
举目无亲,举,目,无,亲,0.1483
先睹为快,先,睹,为,快,0.3262
有来有往,有,来,有,往,0.1334
密密麻麻,密,密,麻,麻,1.2973
黄毛丫头,黄,毛,丫,头,0.1557
汪洋大海,汪,洋,大,海,0.126
慢慢吞吞,慢,慢,吞,吞,0.1038
一笑置之,一,笑,置,之,0.5411
唇枪舌剑,唇,枪,舌,剑,0.1631
更有甚者,更,有,甚,者,0.3262
千变万化,千,变,万,化,0.6079
摇摇摆摆,摇,摇,摆,摆,0.0741
独当一面,独,当,一,面,0.3706
话中有话,话,中,有,话,0.0667
不期而至,不,期,而,至,0.9266
不依不饶,不,依,不,饶,0.4299
翘首以待,翘,首,以,待,0.1112
风情万种,风,情,万,种,8.2357
模模糊糊,模,模,糊,糊,0.4744
摇旗呐喊,摇,旗,呐,喊,0.089
聚氯乙烯,聚,氯,乙,烯,0.0815
褒贬不一,褒,贬,不,一,0.1483
半生不熟,半,生,不,熟,0.3113
思绪万千,思,绪,万,千,1.2157
巧取豪夺,巧,取,豪,夺,0.1038
狐假虎威,狐,假,虎,威,0.2891
吞云吐雾,吞,云,吐,雾,0.3113
闲言闲语,闲,言,闲,语,0.1112
历尽艰辛,历,尽,艰,辛,0.0964
待价而沽,待,价,而,沽,0.0519
喜笑颜开,喜,笑,颜,开,0.2669
一应俱全,一,应,俱,全,0.6227
任劳任怨,任,劳,任,怨,0.7116
铩羽而归,铩,羽,而,归,0.0964
一饱眼福,一,饱,眼,福,0.0593
自高自大,自,高,自,大,0.2743
老弱病残,老,弱,病,残,0.089
引以为戒,引,以,为,戒,0.4374
慎之又慎,慎,之,又,慎,0.089
歪打正着,歪,打,正,着,0.1631
心领神会,心,领,神,会,0.341
过犹不及,过,犹,不,及,0.2817
动脉硬化,动,脉,硬,化,0.3039
九死一生,九,死,一,生,0.2446
改朝换代,改,朝,换,代,0.2001
丧家之犬,丧,家,之,犬,0.0741
虚无飘渺,虚,无,飘,渺,0.1631
费尽周折,费,尽,周,折,0.0519
垂垂老矣,垂,垂,老,矣,0.089
半信半疑,半,信,半,疑,0.3558
声势浩大,声,势,浩,大,0.0593
群龙无首,群,龙,无,首,0.0815
多如牛毛,多,如,牛,毛,0.0667
热火朝天,热,火,朝,天,0.808
勉勉强强,勉,勉,强,强,0.2001
如狼似虎,如,狼,似,虎,0.1631
小家子气,小,家,子,气,0.1186
慌里慌张,慌,里,慌,张,0.0741
心直口快,心,直,口,快,0.0667
耳鼻喉科,耳,鼻,喉,科,0.1927
谨言慎行,谨,言,慎,行,0.7932
不法之徒,不,法,之,徒,0.0741
此情此景,此,情,此,景,0.0815
卧薪尝胆,卧,薪,尝,胆,0.4151
痛心疾首,痛,心,疾,首,0.5189
千头万绪,千,头,万,绪,0.1483
有气无力,有,气,无,力,0.2743
自然主义,自,然,主,义,0.0593
酣畅淋漓,酣,畅,淋,漓,0.4299
自愧不如,自,愧,不,如,0.8525
怒发冲冠,怒,发,冲,冠,0.1853
满面春风,满,面,春,风,0.0964
胜人一筹,胜,人,一,筹,0.1038
放浪形骸,放,浪,形,骸,0.0519
极权主义,极,权,主,义,0.0964
有惊无险,有,惊,无,险,1.6086
粘粘糊糊,粘,粘,糊,糊,0.0593
长此以往,长,此,以,往,0.6004
立竿见影,立,竿,见,影,0.5041
可持续性,可,持,续,性,0.0741
反目成仇,反,目,成,仇,0.4003
狗血喷头,狗,血,喷,头,0.0519
唯唯诺诺,唯,唯,诺,诺,0.556
喷薄而出,喷,薄,而,出,0.126
摇头晃脑,摇,头,晃,脑,0.2446
矫枉过正,矫,枉,过,正,0.0741
反作用力,反,作,用,力,0.0964
洞房花烛,洞,房,花,烛,0.0667
妙语连珠,妙,语,连,珠,0.1334
庸庸碌碌,庸,庸,碌,碌,0.3855
探头探脑,探,头,探,脑,0.0964
势如破竹,势,如,破,竹,0.3336
劈头盖脸,劈,头,盖,脸,0.2891
惊魂未定,惊,魂,未,定,0.6153
阴差阳错,阴,差,阳,错,1.0749
独善其身,独,善,其,身,0.8747
血流如注,血,流,如,注,0.1186
前仆后继,前,仆,后,继,0.2076
拔地而起,拔,地,而,起,0.215
溢于言表,溢,于,言,表,0.593
不置可否,不,置,可,否,0.1483
防不胜防,防,不,胜,防,0.7932
千刀万剐,千,刀,万,剐,0.341
日进斗金,日,进,斗,金,0.3113
不攻自破,不,攻,自,破,0.1186
朝三暮四,朝,三,暮,四,0.2224
延年益寿,延,年,益,寿,0.6079
烟雾弥漫,烟,雾,弥,漫,0.3336
回天乏术,回,天,乏,术,0.0593
时隐时现,时,隐,时,现,0.1853
大刀阔斧,大,刀,阔,斧,0.252
捉襟见肘,捉,襟,见,肘,0.252
不辞辛劳,不,辞,辛,劳,0.0667
有意无意,有,意,无,意,0.1705
姗姗来迟,姗,姗,来,迟,0.8451
非此即彼,非,此,即,彼,0.2595
金碧辉煌,金,碧,辉,煌,0.4225
福尔马林,福,尔,马,林,0.2446
悬崖勒马,悬,崖,勒,马,0.1631
朝气蓬勃,朝,气,蓬,勃,0.5856
万念俱灰,万,念,俱,灰,0.5411
先知先觉,先,知,先,觉,0.1408
不辞辛苦,不,辞,辛,苦,0.0741
惊弓之鸟,惊,弓,之,鸟,0.1334
百货大楼,百,货,大,楼,0.1705
弹无虚发,弹,无,虚,发,0.0741
逢凶化吉,逢,凶,化,吉,0.4151
一念之差,一,念,之,差,0.1853
恩将仇报,恩,将,仇,报,0.1112
哄堂大笑,哄,堂,大,笑,0.3706
保家卫国,保,家,卫,国,0.1853
日理万机,日,理,万,机,0.2446
大书特书,大,书,特,书,0.0519
妙趣横生,妙,趣,横,生,0.3781
探囊取物,探,囊,取,物,0.0964
白衣天使,白,衣,天,使,0.0964
几何级数,几,何,级,数,0.0667
龙争虎斗,龙,争,虎,斗,0.2298
以儆效尤,以,儆,效,尤,0.0667
晴空万里,晴,空,万,里,0.2298
举重若轻,举,重,若,轻,0.1408
任重道远,任,重,道,远,0.2446
宁死不屈,宁,死,不,屈,0.4151
叽里咕噜,叽,里,咕,噜,0.1705
东奔西走,东,奔,西,走,0.2669
荒诞不经,荒,诞,不,经,0.0593
寡不敌众,寡,不,敌,众,0.0815
知难而退,知,难,而,退,0.1038
弯弯曲曲,弯,弯,曲,曲,0.252
催人泪下,催,人,泪,下,0.1631
大大咧咧,大,大,咧,咧,1.2083
吃吃喝喝,吃,吃,喝,喝,4.2402
合不拢嘴,合,不,拢,嘴,12.5278
礼尚往来,礼,尚,往,来,0.7635
万有引力,万,有,引,力,0.9637
鼠目寸光,鼠,目,寸,光,0.2224
奉公守法,奉,公,守,法,0.0667
不痛不痒,不,痛,不,痒,1.0897
含情脉脉,含,情,脉,脉,0.5782
前所未闻,前,所,未,闻,0.0519
号啕大哭,号,啕,大,哭,0.1112
一穷二白,一,穷,二,白,0.1483
来势汹汹,来,势,汹,汹,0.4744
以防不测,以,防,不,测,0.0667
始料不及,始,料,不,及,0.215
亦步亦趋,亦,步,亦,趋,0.1853
空口无凭,空,口,无,凭,0.0519
有理有据,有,理,有,据,0.215
默不作声,默,不,作,声,0.1408
举世瞩目,举,世,瞩,目,0.1927
形式主义,形,式,主,义,1.0971
硝烟弥漫,硝,烟,弥,漫,0.3558
无可非议,无,可,非,议,0.1038
细致入微,细,致,入,微,0.3262
顾全大局,顾,全,大,局,0.1705
亲如一家,亲,如,一,家,0.0519
处变不惊,处,变,不,惊,0.089
蝇头小利,蝇,头,小,利,0.2298
当局者迷,当,局,者,迷,0.5337
不堪入耳,不,堪,入,耳,0.1112
浓烟滚滚,浓,烟,滚,滚,0.2965
土里土气,土,里,土,气,0.0519
苦尽甘来,苦,尽,甘,来,0.5115
年久失修,年,久,失,修,0.0964
五彩斑斓,五,彩,斑,斓,0.6004
喧宾夺主,喧,宾,夺,主,0.2001
贪赃枉法,贪,赃,枉,法,0.0445
趋之若鹜,趋,之,若,鹜,0.341
鸦雀无声,鸦,雀,无,声,0.3929
变化多端,变,化,多,端,0.3484
高抬贵手,高,抬,贵,手,0.2001
各有千秋,各,有,千,秋,0.2595
沙文主义,沙,文,主,义,0.0519
如虎添翼,如,虎,添,翼,1.1935
见仁见智,见,仁,见,智,0.215
社会学家,社,会,学,家,0.252
夺眶而出,夺,眶,而,出,0.2743
节外生枝,节,外,生,枝,0.1112
不胫而走,不,胫,而,走,0.0667
千家万户,千,家,万,户,0.126
能工巧匠,能,工,巧,匠,0.0445
色彩斑斓,色,彩,斑,斓,0.8747
好高骛远,好,高,骛,远,0.2817
好声好气,好,声,好,气,0.0741
乒乒乓乓,乒,乒,乓,乓,0.2817
艰苦卓绝,艰,苦,卓,绝,0.2001
滴滴答答,滴,滴,答,答,0.9118
花花世界,花,花,世,界,0.1853
独此一家,独,此,一,家,0.0667
不拘小节,不,拘,小,节,0.6746
蛊惑人心,蛊,惑,人,心,0.0667
暗渡陈仓,暗,渡,陈,仓,0.1112
摸爬滚打,摸,爬,滚,打,1.401
学有所成,学,有,所,成,0.2743
坑坑洼洼,坑,坑,洼,洼,0.3262
众说纷纭,众,说,纷,纭,0.2372
说一不二,说,一,不,二,0.1334
普天之下,普,天,之,下,0.2001
尽心竭力,尽,心,竭,力,0.0741
惊涛骇浪,惊,涛,骇,浪,0.3632
百里挑一,百,里,挑,一,5.4337
达官贵人,达,官,贵,人,0.1112
川流不息,川,流,不,息,0.3188
插科打诨,插,科,打,诨,0.215
成竹在胸,成,竹,在,胸,0.1334
一呼百应,一,呼,百,应,46.8125
鹿死谁手,鹿,死,谁,手,0.0445
二氧化硅,二,氧,化,硅,0.6597
二氧化硫,二,氧,化,硫,0.3262
百战不殆,百,战,不,殆,0.1334
拉帮结派,拉,帮,结,派,0.2446
义正词严,义,正,词,严,0.1112
核糖核酸,核,糖,核,酸,0.0667
过氧化氢,过,氧,化,氢,0.0519
明争暗斗,明,争,暗,斗,0.2224
七零八落,七,零,八,落,0.1853
人云亦云,人,云,亦,云,0.682
不可抗力,不,可,抗,力,0.0519
鞍前马后,鞍,前,马,后,0.2372
面红耳赤,面,红,耳,赤,0.4151
百折不挠,百,折,不,挠,0.5856
助纣为虐,助,纣,为,虐,0.2001
俊男靓女,俊,男,靓,女,0.1705
相差无几,相,差,无,几,0.1705
奋起直追,奋,起,直,追,0.1038
雷打不动,雷,打,不,动,0.4151
原班人马,原,班,人,马,0.1408
守望相助,守,望,相,助,0.0815
自上而下,自,上,而,下,0.252
呼之欲出,呼,之,欲,出,0.4299
兵戎相见,兵,戎,相,见,0.2372
事过境迁,事,过,境,迁,0.0445
少言寡语,少,言,寡,语,0.4225
自强不息,自,强,不,息,0.5782
先斩后奏,先,斩,后,奏,0.252
抱头痛哭,抱,头,痛,哭,0.6894
明知故犯,明,知,故,犯,0.2076
甚嚣尘上,甚,嚣,尘,上,0.1483
恻隐之心,恻,隐,之,心,0.3039
金童玉女,金,童,玉,女,1.1342
若有所思,若,有,所,思,0.7932
矢志不渝,矢,志,不,渝,0.4448
左顾右盼,左,顾,右,盼,1.1935
胡萝卜素,胡,萝,卜,素,2.8688
杀气腾腾,杀,气,腾,腾,0.0741
前赴后继,前,赴,后,继,0.252
功败垂成,功,败,垂,成,0.2224
莫明其妙,莫,明,其,妙,0.3262
一息尚存,一,息,尚,存,0.089
高耸入云,高,耸,入,云,0.1631
花言巧语,花,言,巧,语,1.0971
风光一时,风,光,一,时,0.0741
患得患失,患,得,患,失,3.788
有板有眼,有,板,有,眼,0.1186
可歌可泣,可,歌,可,泣,0.1631
避重就轻,避,重,就,轻,0.1112
利己主义,利,己,主,义,0.0741
平方公里,平,方,公,里,2.6464
不大不小,不,大,不,小,1.2009
踉踉跄跄,踉,踉,跄,跄,0.0964
近墨者黑,近,墨,者,黑,0.2224
遥遥无期,遥,遥,无,期,1.0378
一拥而上,一,拥,而,上,0.3262
恭恭敬敬,恭,恭,敬,敬,0.1631
古典主义,古,典,主,义,0.7561
七嘴八舌,七,嘴,八,舌,0.4151
忍俊不禁,忍,俊,不,禁,0.2891
光芒万丈,光,芒,万,丈,0.2669
多灾多难,多,灾,多,难,0.2001
千夫所指,千,夫,所,指,0.2891
恍如隔世,恍,如,隔,世,0.089
修正主义,修,正,主,义,0.1038
缺一不可,缺,一,不,可,0.0667
亲如兄弟,亲,如,兄,弟,0.0593
情真意切,情,真,意,切,0.215
里程碑式,里,程,碑,式,0.1112
绝处逢生,绝,处,逢,生,1.1787
获益匪浅,获,益,匪,浅,0.1557
泛泛而谈,泛,泛,而,谈,0.0519
分分秒秒,分,分,秒,秒,0.1334
血本无归,血,本,无,归,0.1779
求同存异,求,同,存,异,0.7561
难舍难分,难,舍,难,分,0.3781
满载而归,满,载,而,归,1.8236
龇牙咧嘴,龇,牙,咧,嘴,0.1408
别出心裁,别,出,心,裁,0.467
精益求精,精,益,求,精,0.6672
蜻蜓点水,蜻,蜓,点,水,0.1779
休养生息,休,养,生,息,0.5486
聚集一堂,聚,集,一,堂,0.0815
拂袖而去,拂,袖,而,去,0.0815
三教九流,三,教,九,流,0.1112
房地产业,房,地,产,业,0.6746
滔天大罪,滔,天,大,罪,0.0815
总参谋部,总,参,谋,部,0.0519
见异思迁,见,异,思,迁,0.5263
此起彼伏,此,起,彼,伏,3.6397
后发制人,后,发,制,人,0.1112
从古到今,从,古,到,今,0.0445
低三下四,低,三,下,四,0.2743
大煞风景,大,煞,风,景,0.1112
忿忿不平,忿,忿,不,平,0.1779
沁人心脾,沁,人,心,脾,0.682
勿施于人,勿,施,于,人,0.7191
磕磕碰碰,磕,磕,碰,碰,0.5189
知法犯法,知,法,犯,法,0.1334
日积月累,日,积,月,累,0.8525
父老乡亲,父,老,乡,亲,0.4967
金石为开,金,石,为,开,0.2076
非亲非故,非,亲,非,故,0.2001
强加于人,强,加,于,人,0.1408
相见恨晚,相,见,恨,晚,2.5723
盛况空前,盛,况,空,前,0.1705
嗲声嗲气,嗲,声,嗲,气,0.126
茶余饭后,茶,余,饭,后,0.4299
环环相扣,环,环,相,扣,0.2965
万丈深渊,万,丈,深,渊,0.2224
数以亿计,数,以,亿,计,0.0667
囊中羞涩,囊,中,羞,涩,0.2446
变化莫测,变,化,莫,测,0.1112
大逆不道,大,逆,不,道,0.2595
歃血为盟,歃,血,为,盟,0.0445
参差不齐,参,差,不,齐,0.4818
天昏地暗,天,昏,地,暗,2.639
总领事馆,总,领,事,馆,0.0519
罄竹难书,罄,竹,难,书,0.0964
风雨同舟,风,雨,同,舟,0.7413
不解之缘,不,解,之,缘,0.3039
满目疮痍,满,目,疮,痍,0.3188
聚碳酸酯,聚,碳,酸,酯,0.0741
左右逢源,左,右,逢,源,1.4826
详详细细,详,详,细,细,0.0371
老气横秋,老,气,横,秋,0.1408
声名鹊起,声,名,鹊,起,0.0593
经验主义,经,验,主,义,0.1112
处之泰然,处,之,泰,然,0.1705
啼笑皆非,啼,笑,皆,非,0.2743
慕名而来,慕,名,而,来,0.1483
串通一气,串,通,一,气,0.0445
一叶障目,一,叶,障,目,0.0593
轻车熟路,轻,车,熟,路,0.1038
易卜拉欣,易,卜,拉,欣,0.0445
忽明忽暗,忽,明,忽,暗,0.2595
禁欲主义,禁,欲,主,义,0.0519
安之若素,安,之,若,素,0.4299
不冷不热,不,冷,不,热,0.8673
寡言少语,寡,言,少,语,0.1779
暴殄天物,暴,殄,天,物,0.1927
空中楼阁,空,中,楼,阁,0.2372
登堂入室,登,堂,入,室,0.1038
何乐不为,何,乐,不,为,0.0667
毅然决然,毅,然,决,然,0.7635
东拼西凑,东,拼,西,凑,0.1483
儿孙满堂,儿,孙,满,堂,0.3336
掌声雷动,掌,声,雷,动,0.126
堪称一绝,堪,称,一,绝,0.1334
忙里偷闲,忙,里,偷,闲,0.0815
取长补短,取,长,补,短,0.4596
大有文章,大,有,文,章,0.0445
一颦一笑,一,颦,一,笑,0.5041
勤工俭学,勤,工,俭,学,0.1927
天真烂漫,天,真,烂,漫,0.5189
不足为怪,不,足,为,怪,0.0593
回天无力,回,天,无,力,0.0593
非法所得,非,法,所,得,0.0371
食不果腹,食,不,果,腹,0.1557
现代主义,现,代,主,义,0.1557
望子成龙,望,子,成,龙,0.2446
一波三折,一,波,三,折,0.3262
不得人心,不,得,人,心,0.1853
流连忘返,流,连,忘,返,0.6301
大有益处,大,有,益,处,0.0593
刚正不阿,刚,正,不,阿,0.0519
感慨万千,感,慨,万,千,2.2461
功利主义,功,利,主,义,0.1186
反唇相讥,反,唇,相,讥,0.0964
一跃而起,一,跃,而,起,0.0815
泛滥成灾,泛,滥,成,灾,0.3706
南辕北辙,南,辕,北,辙,0.2891
汗马功劳,汗,马,功,劳,0.0371
腾空而起,腾,空,而,起,0.215
顾名思义,顾,名,思,义,0.5263
以偏概全,以,偏,概,全,0.1631
安安稳稳,安,安,稳,稳,1.2231
将心比心,将,心,比,心,1.2528
心驰神往,心,驰,神,往,0.0519
